2017/08/07 16:01:50,1,12,-67,-0.5,51,60,70b3d5499904775c,28.41,57.7,Monitoring station A
2017/08/07 16:01:53,1,12,-66,-0.5,51,61,70b3d5499904775c,28.47,58.7,Monitoring station A
2017/08/07 16:01:56,1,12,-62,-0.5,51,62,70b3d5499904775c,28.58,61.3,Monitoring station A
2017/08/07 16:02:00,1,11,-60,-0.5,51,63,70b3d5499904775c,29.21,74.2,Monitoring station A
2017/08/07 16:02:03,1,10,-61,0.0,51,64,70b3d5499904775c,29.44,94.6,Monitoring station A
2017/08/07 16:02:06,1,11,-60,-0.0,52,65,70b3d5499904775c,30.78,115.6,Monitoring station A
2017/08/07 16:02:09,1,12,-62,-0.0,52,66,70b3d5499904775c,30.00,124.9,Monitoring station A
2017/08/07 16:02:12,1,12,-60,-0.0,50,67,70b3d5499904775c,30.08,9.2,Monitoring station A
2017/08/07 16:02:16,1,12,-58,-0.1,51,68,70b3d5499904775c,30.52,17.3,Monitoring station A
2017/08/07 16:02:19,1,12,-57,-0.0,51,69,70b3d5499904775c,31.05,20.8,Monitoring station A
2017/08/07 16:02:22,1,12,-57,-0.0,51,70,70b3d5499904775c,31.05,22.1,Monitoring station A
2017/08/07 16:02:25,1,12,-57,0.0,51,71,70b3d5499904775c,30.30,23.6,Monitoring station A
2017/08/07 16:02:28,1,12,-56,0.0,51,72,70b3d5499904775c,29.95,23.0,Monitoring station A
2017/08/07 16:02:32,1,12,-58,0.0,51,73,70b3d5499904775c,29.76,20.8,Monitoring station A
2017/08/07 16:02:35,1,12,-57,0.0,51,74,70b3d5499904775c,29.37,13.9,Monitoring station A
2017/08/07 16:02:38,1,12,-69,0.0,52,75,70b3d5499904775c,29.20,125.7,Monitoring station A
2017/08/07 16:02:41,1,11,-68,0.0,52,76,70b3d5499904775c,29.01,115.9,Monitoring station A
2017/08/07 16:02:44,1,11,-71,0.0,52,77,70b3d5499904775c,28.92,107.2,Monitoring station A
2017/08/07 16:02:48,1,10,-77,0.0,51,78,70b3d5499904775c,28.79,97.3,Monitoring station A
2017/08/07 16:02:51,1,11,-76,0.1,51,79,70b3d5499904775c,28.77,88.8,Monitoring station A
2017/08/07 16:02:54,1,11,-75,0.1,51,80,70b3d5499904775c,28.79,82.1,Monitoring station A
2017/08/07 16:02:57,1,12,-75,0.1,51,81,70b3d5499904775c,28.79,77.1,Monitoring station A
2017/08/07 16:03:00,1,11,-76,0.1,51,82,70b3d5499904775c,28.84,73.2,Monitoring station A
2017/08/07 16:03:03,1,11,-75,0.1,51,83,70b3d5499904775c,28.79,70.1,Monitoring station A
2017/08/07 16:03:07,1,10,-77,0.1,51,84,70b3d5499904775c,28.95,67.8,Monitoring station A
2017/08/07 16:03:10,1,12,-73,0.1,51,85,70b3d5499904775c,29.12,66.2,Monitoring station A
2017/08/07 16:03:13,1,12,-77,0.1,51,86,70b3d5499904775c,29.19,64.9,Monitoring station A
2017/08/07 16:03:16,1,12,-76,0.1,51,87,70b3d5499904775c,29.20,63.6,Monitoring station A
2017/08/07 16:03:19,1,12,-78,0.1,51,88,70b3d5499904775c,29.24,62.5,Monitoring station A
2017/08/07 16:03:23,1,12,-74,0.1,51,89,70b3d5499904775c,29.31,61.8,Monitoring station A
2017/08/07 16:03:26,1,12,-78,0.1,51,90,70b3d5499904775c,29.32,61.1,Monitoring station A
2017/08/07 16:03:29,1,12,-77,0.1,51,91,70b3d5499904775c,29.35,60.4,Monitoring station A
2017/08/07 16:03:32,1,12,-75,0.1,51,92,70b3d5499904775c,29.41,59.8,Monitoring station A
2017/08/07 16:03:35,1,12,-68,0.1,51,93,70b3d5499904775c,29.26,59.1,Monitoring station A
2017/08/07 16:03:39,1,11,-66,0.1,51,94,70b3d5499904775c,29.08,58.5,Monitoring station A
2017/08/07 16:03:42,1,12,-62,0.2,51,95,70b3d5499904775c,28.83,57.9,Monitoring station A
2017/08/07 16:03:45,1,12,-63,0.2,51,96,70b3d5499904775c,28.79,57.7,Monitoring station A
2017/08/07 16:03:48,1,12,-64,0.2,51,97,70b3d5499904775c,28.72,57.7,Monitoring station A
2017/08/07 16:03:51,1,12,-53,0.2,51,98,70b3d5499904775c,29.62,90.1,Monitoring station A
2017/08/07 16:03:55,1,12,-54,0.2,52,99,70b3d5499904775c,30.87,107.4,Monitoring station A
2017/08/07 16:03:58,1,12,-59,0.2,53,100,70b3d5499904775c,29.90,121.0,Monitoring station A
2017/08/07 16:04:01,1,12,-59,0.2,53,101,70b3d5499904775c,29.43,126.0,Monitoring station A
2017/08/07 16:04:04,1,12,-59,0.2,53,102,70b3d5499904775c,29.15,115.1,Monitoring station A
2017/08/07 16:04:07,1,12,-59,0.2,53,103,70b3d5499904775c,28.94,105.6,Monitoring station A
2017/08/07 16:04:11,1,12,-63,0.2,53,104,70b3d5499904775c,28.70,102.7,Monitoring station A
2017/08/07 16:04:14,1,12,-62,0.2,52,105,70b3d5499904775c,28.56,98.8,Monitoring station A
